year,Republican,Democratic,Poll_Leading_Margin,Poll_Leader,Republican_Electoral,Democrat_Electoral,Republican_Popular,Democrat_Popular,Total_Popular_Vote (Total votes cast in Presidential Election),Republican_Electoral_pct (out of 270),Democrat_Electoral_pct (out of 270),Republican_Popular_pct (Out of total votes cast in Presidential Election),Democrat_Popular_pct (Out of total votes cast in Presidential Election),Electoral_Leading_Margin (difference between dem and rep electorial pct),Popular_Leading_Margin (difference between dem and rep popular vote pct)
1968,43.0,34.0,9.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,39.0,36.0,3.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,36.0,42.0,6.0,0,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,37.0,42.0,5.0,0,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,35.0,40.0,5.0,0,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,40.0,38.0,2.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,45.0,29.0,16.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,43.0,31.0,12.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,43.0,28.0,15.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,44.0,29.0,15.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,44.0,36.0,8.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
1968,43.0,42.0,1.0,1,301,191,31710470,30898055,62608525,111.48,70.74,50.65,49.35,40.74,1.3
